Gene1,Gene2,Score
ESR1,EME2,769.0
ESR1,ZFP516,968.0
ESR1,PSMB5,1413.0
ESR1,AKAP1,1173.0
ESR1,SEPT2,742.0
ESR1,THRAP3,772.0
ESR1,MTHFD1L,681.0
ESR1,CTSZ,1144.0
ESR1,ANKRD37,666.0
ESR1,UQCRH,1186.0
ESR1,MPC2,685.0
ESR1,LRRC41,1186.0
ESR1,DCAF6,685.0
ESR1,MORF4L1,940.0
ESR1,MAK16,950.0
ESR1,CSDE1,540.0
ESR1,KSR1,1128.0
ESR1,SLC30A4,942.0
ESR1,RNASET2B,632.0
ESR1,PBRM1,993.0
ESR1,HPS5,942.0
ESR1,GTF2H1,942.0
ESR1,GNL3,993.0
ESR1,PITPNA,608.0
ESR1,EFTUD2,781.0
ESR1,CCDC103,781.0
ESR1,FAM160A2,609.0
ESR1,SLC35E2,1317.0
ESR1,PPP2R5A,655.0
ESR1,COQ7,1196.0
ESR1,TBCEL,1306.0
ESR1,TMEM129,476.0
ESR1,TACC3,476.0
ESR1,TCTN3,611.0
ESR1,RBM17,629.0
ESR1,GTPBP2,694.0
ESR1,ASGR2,656.0
ESR1,2700062C07RIK,784.0
ESR1,CEBPB,1363.0
ESR1,HIST1H2BC,448.0
ESR1,HIST1H2AC,448.0
ESR1,RPP38,882.0
ESR1,DAXX,686.0
ESR1,GSK3A,716.0
ESR1,BLOC1S5,1116.0
ESR1,RPS27L,582.0
ESR1,HSPE1,639.0
ESR1,HSPD1,639.0
ESR1,DCAF11,899.0
ESR1,HERPUD2,735.0
ESR1,KBTBD7,575.0
ESR1,TWIST1,1759.0
ESR1,PRSS22,617.0
ESR1,BRAT1,577.0
ESR1,DSE,1008.0
ESR1,ANXA9,1761.0
ESR1,RARRES2,495.0
ESR1,NEK4,631.0
ESR1,TXNRD1,1231.0
ESR1,SNX15,963.0
ESR1,PTPN21,978.0
ESR1,CCNT2,663.0
ESR1,INVS,605.0
ESR1,ERP44,605.0
ESR1,ZFAND5,1040.0
ESR1,UBE3A,549.0
ESR1,INPP5E,678.0
ESR1,MYL6B,457.0
ESR1,ABTB1,657.0
ESR1,MTMR4,578.0
ESR1,CROCC,817.0
ESR1,COPG1,499.0
ESR1,PPIG,1067.0
ESR1,CEP70,1268.0
ESR1,LZTS2,1119.0
ESR1,BSG,549.0
ESR1,OLFR1033,944.0
ESR1,NCKAP5,539.0
ESR1,LETM1,332.0
ESR1,GM13283,500.0
ESR1,AP4E1,622.0
ESR1,HSP90AA1,635.0
ESR1,MRPS7,598.0
ESR1,GGA3,598.0
ESR1,CEBPA,736.0
ESR1,ZMPSTE24,739.0
ESR1,PTP4A2,498.0
ESR1,C9ORF72,871.0
ESR1,CASC3,636.0
ESR1,TNFRSF19,1895.0
ESR1,RPN2,747.0
ESR1,MROH8,747.0
ESR1,HSP90B1,553.0
ESR1,HOOK2,568.0
ESR1,PIGU,446.0
ESR1,MRPL23,802.0
ESR1,PRKDC,681.0
ESR1,PPAN,637.0
ESR1,MCM4,681.0
ESR1,PGBD5,944.0
ESR1,LINS1,959.0
ESR1,JAK1,1135.0
ESR1,CBR4,719.0
ESR1,ASB7,959.0
ESR1,UBXN1,596.0
ESR1,STK32C,780.0
ESR1,LRRC27,780.0
ESR1,NFYC,1029.0
ESR1,MAPK14,808.0
ESR1,CSTF1,637.0
ESR1,AURKA,637.0
ESR1,ARPC3,639.0
ESR1,PMP22,939.0
ESR1,TMEM19,1015.0
ESR1,TMEM160,646.0
ESR1,THOC1,1044.0
ESR1,NDUFB6,620.0
ESR1,GM13275,465.0
ESR1,GLRX5,813.0
ESR1,CD302,881.0
ESR1,ARHGAP39,1108.0
ESR1,UFL1,650.0
ESR1,TPMT,930.0
ESR1,NAA60,588.0
ESR1,KDM1B,930.0
ESR1,ZFP868,960.0
ESR1,AXIN2,1219.0
ESR1,ALKBH6,435.0
ESR1,STOM,643.0
ESR1,POLR3E,666.0
ESR1,AARS2,716.0
ESR1,SELENOW,706.0
ESR1,LYSMD3,1043.0
ESR1,DAB2IP,712.0
ESR1,POLR2E,639.0
ESR1,TBC1D14,738.0
ESR1,CGRRF1,1062.0
ESR1,ZFP46,416.0
ESR1,TCERG1,577.0
ESR1,AP5Z1,629.0
ESR1,DYNC1LI2,672.0
ESR1,SEC24A,554.0
ESR1,ESCO1,791.0
ESR1,KLHL24,964.0
ESR1,IFNZ,494.0
ESR1,SPG7,376.0
ESR1,KRT83,1242.0
ESR1,IFT46,652.0
ESR1,CYP2S1,1275.0
ESR1,CSK,811.0
ESR1,SPTLC1,1099.0
ESR1,KLHDC8B,1291.0
ESR1,ARID4A,1092.0
ESR1,SC5D,961.0
ESR1,MSL2,688.0
ESR1,ARFGAP2,659.0
ESR1,NDUFAF7,686.0
ESR1,CEBPZ,686.0
ESR1,ZFP280D,982.0
ESR1,ZBTB49,1058.0
ESR1,PCNX3,531.0
ESR1,MAP3K11,531.0
ESR1,LYAR,1058.0
ESR1,GET4,622.0
ESR1,TBRG4,1023.0
ESR1,ROM1,1214.0
ESR1,NATD1,991.0
ESR1,EML3,1214.0
ESR1,ZFP788,717.0
ESR1,RPL34-PS1,832.0
ESR1,RPL34,832.0
ESR1,AUH,1204.0
ESR1,CSNK1A1,592.0
ESR1,FBXL18,1049.0
ESR1,PGF,1666.0
ESR1,JOSD2,741.0
ESR1,APLP2,1169.0
ESR1,COMMD3,1165.0
ESR1,NDRG1,515.0
ESR1,EPB41L1,1068.0
ESR1,CLEC2D,742.0
ESR1,PPM1A,667.0
ESR1,GM829,963.0
ESR1,ADSS,643.0
ESR1,ADGRA3,1240.0
ESR1,TSPAN3,1070.0
ESR1,TBL2,515.0
ESR1,PHYKPL,558.0
ESR1,NOP16,620.0
ESR1,ITFG2,769.0
ESR1,HIGD2A,620.0
ESR1,FBXL14,1440.0
ESR1,CHD1L,715.0
ESR1,UXS1,782.0
ESR1,RFC4,950.0
ESR1,CHMP5,452.0
ESR1,BAG1,452.0
ESR1,MTHFSL,482.0
ESR1,ATP11A,871.0
ESR1,LY6G6E,629.0
ESR1,NHP2,416.0
ESR1,GDPD1,1757.0
ESR1,AHCTF1,610.0
ESR1,RC3H1,1142.0
ESR1,CEBPD,703.0
ESR1,ABCF1,914.0
ESR1,TRIAP1,1006.0
ESR1,RWDD3,880.0
ESR1,NR4A2,1115.0
ESR1,MAD1L1,1114.0
ESR1,GATC,1006.0
ESR1,2410002F23RIK,520.0
ESR1,ZFP433,691.0
ESR1,ZDHHC5,587.0
ESR1,SETD3,752.0
ESR1,CCNK,752.0
ESR1,WNK4,1934.0
ESR1,SERTAD1,515.0
ESR1,GTF3C3,928.0
ESR1,ZFYVE1,623.0
ESR1,EPS15L1,627.0
ESR1,OACYL,1384.0
ESR1,LIMK1,483.0
ESR1,SUCLG1,613.0
ESR1,MCL1,919.0
ESR1,TAOK3,800.0
ESR1,KCNJ8,824.0
ESR1,SEMA3C,523.0
ESR1,ERMP1,441.0
ESR1,PTBP1,497.0
ESR1,SMPD3,463.0
ESR1,RNFT2,688.0
ESR1,2410131K14RIK,688.0
ESR1,UAP1,626.0
ESR1,MAT2B,1375.0
ESR1,CHD9,455.0
ESR1,AP1S2,977.0
ESR1,STT3B,998.0
ESR1,DNAH8,1141.0
ESR1,TXNL1,526.0
ESR1,WDR75,600.0
ESR1,ORAI1,501.0
ESR1,UGT1A9,1290.0
ESR1,EIF4A1,535.0
ESR1,ACTR3,637.0
ESR1,NUTF2,493.0
ESR1,ZNRF3,801.0
ESR1,UBTD2,1047.0
ESR1,TRIM26,600.0
ESR1,HYAL1,920.0
ESR1,CMC2,988.0
ESR1,CENPN,988.0
ESR1,CDK7,565.0
ESR1,IMPACT,838.0
ESR1,ATXN2L,549.0
ESR1,AAMP,1123.0
ESR1,PLAG1,683.0
ESR1,PHF20,458.0
ESR1,CHCHD7,683.0
ESR1,CDK13,537.0
ESR1,BMP2K,978.0
ESR1,STRN3,659.0
ESR1,ASAP1,1324.0
ESR1,SIVA1,833.0
ESR1,TMEM177,735.0
ESR1,IVNS1ABP,778.0
ESR1,TUBB2A,701.0
ESR1,THEM7,1414.0
ESR1,ACBD6,741.0
ESR1,VWA8,635.0
ESR1,MYCBP,1052.0
ESR1,DDX5,651.0
ESR1,ZRANB1,808.0
ESR1,BTBD3,913.0
ESR1,TADA1,575.0
ESR1,PTCD1,1020.0
ESR1,FITM2,500.0
ESR1,CPSF4,1020.0
ESR1,CDC42,614.0
ESR1,WBP2,497.0
ESR1,INKA1,1705.0
ESR1,HEBP2,1099.0
ESR1,RUFY1,962.0
ESR1,TCP1,483.0
ESR1,MRPL18,483.0
ESR1,PCNX4,490.0
ESR1,MAPK8,814.0
ESR1,CSPP1,899.0
ESR1,COPS5,899.0
ESR1,FANCD2,962.0
ESR1,EMC3,962.0
ESR1,UBE2H,847.0
ESR1,TNFSF13,971.0
ESR1,TIMM10,617.0
ESR1,PRDM4,769.0
ESR1,HIST1H1C,408.0
ESR1,GPR19,599.0
ESR1,ASB1,504.0
ESR1,DGKZ,879.0
ESR1,TAF5,675.0
ESR1,STK40,488.0
ESR1,PXYLP1,1320.0
ESR1,TRIM7,1582.0
ESR1,ARRB2,472.0
ESR1,ICAM1,1550.0
ESR1,GMEB2,672.0
ESR1,ATAD2B,671.0
ESR1,PHF19,1272.0
ESR1,NUFIP2,520.0
ESR1,SGO1,717.0
ESR1,PELI1,684.0
ESR1,KAT8,537.0
ESR1,NEGR1,1376.0
ESR1,MTCH1,465.0
ESR1,HIST1H2BK,633.0
ESR1,HIST1H2AH,633.0
ESR1,NXPH3,1424.0
ESR1,FUT10,541.0
ESR1,PDGFB,608.0
ESR1,DNAJA4,1231.0
ESR1,CETN3,580.0
ESR1,CCDC85C,633.0
ESR1,TMEM183A,917.0
ESR1,MLLT10,601.0
ESR1,TBCE,862.0
ESR1,KHDC4,701.0
ESR1,HSPBP1,703.0
ESR1,FEM1A,461.0
ESR1,RAD9B,730.0
ESR1,NEK7,1329.0
ESR1,GK,553.0
ESR1,YTHDF2,648.0
ESR1,TMEM147,881.0
ESR1,NOTCH1,478.0
ESR1,HPGDS,1004.0
ESR1,TTC27,960.0
ESR1,GLUL,526.0
ESR1,TAB1,919.0
ESR1,KMT2D,718.0
ESR1,NDUFB2,848.0
ESR1,ZC3H3,1199.0
ESR1,UBAC2,573.0
ESR1,ZDHHC6,786.0
ESR1,VTI1A,786.0
ESR1,KANSL2,686.0
ESR1,CARHSP1,1309.0
ESR1,ZFP207,703.0
ESR1,RAB6A,536.0
ESR1,ATP2B1,784.0
ESR1,PPP2R3D,595.0
ESR1,MIB1,1237.0
ESR1,IRAK1BP1,1134.0
ESR1,EPS15,877.0
ESR1,CDC14B,1461.0
ESR1,UTP18,923.0
ESR1,TTC41,553.0
ESR1,MED11,624.0
ESR1,MBTD1,923.0
ESR1,RPRM,1059.0
ESR1,MIER2,1160.0
ESR1,DPF2,705.0
ESR1,ZFP148,679.0
ESR1,UTP14B,512.0
ESR1,RABGEF1,430.0
ESR1,LRPAP1,622.0
ESR1,ACSL3,512.0
ESR1,PCDHGC3,624.0
ESR1,TAX1BP1,647.0
ESR1,MAP1LC3B,665.0
ESR1,NHEJ1,593.0
ESR1,ADSSL1,444.0
ESR1,TTLL11,738.0
ESR1,OXSM,614.0
ESR1,LHFPL2,1458.0
ESR1,HSPA5,780.0
ESR1,BRD3OS,760.0
ESR1,RTEL1,795.0
ESR1,GNAS,693.0
ESR1,ANGPTL2,833.0
ESR1,RABIF,775.0
ESR1,SNRPE,607.0
ESR1,RASAL2,635.0
ESR1,PACSIN2,764.0
ESR1,TRIQK,1178.0
ESR1,HSPA8,539.0
ESR1,SACM1L,557.0
ESR1,POLR2J,807.0
ESR1,CEBPZOS,904.0
ESR1,RNF214,832.0
ESR1,EEF1AKMT1,747.0
ESR1,TSKU,583.0
ESR1,FLNC,1129.0
ESR1,SSR2,673.0
ESR1,OSBP,876.0
ESR1,PRKAR1B,651.0
ESR1,MRPL45,654.0
ESR1,CCNI,1013.0
ESR1,2010109A12RIK,1013.0
ESR1,RNH1,671.0
ESR1,EDEM1,801.0
ESR1,TMUB2,996.0
ESR1,TFEB,544.0
ESR1,NMT1,617.0
ESR1,CEP63,553.0
ESR1,ANAPC13,553.0
ESR1,SPDYE4B,501.0
ESR1,RNASET2A,632.0
ESR1,RBAK,501.0
ESR1,NAXD,589.0
ESR1,CRELD2,878.0
ESR1,ALG12,878.0
ESR1,SF3B1,632.0
ESR1,HAUS1,679.0
ESR1,BCL7B,537.0
ESR1,PDIA3,825.0
ESR1,CATSPER2,825.0
ESR1,SPRED1,927.0
ESR1,BOLA3,681.0
ESR1,ADCY5,1415.0
ESR1,MID1IP1,1666.0
ESR1,CCNE2,501.0
ESR1,ANLN,457.0
ESR1,ECI2,830.0
ESR1,SLC41A2,1307.0
ESR1,COX19,798.0
ESR1,NAGLU,1798.0
ESR1,LITAF,574.0
ESR1,LIN7C,869.0
ESR1,EEF1AKMT4-ECE2,748.0
ESR1,EEF1AKMT4,748.0
ESR1,BRCA2,739.0
ESR1,ALG3,748.0
ESR1,USP1,585.0
ESR1,SRGAP2,1242.0
ESR1,FAM72A,1242.0
ESR1,CEP95,651.0
ESR1,ZFP770,789.0
ESR1,KLHL9,827.0
ESR1,HOXD9,985.0
ESR1,EMC7,665.0
ESR1,SLC25A51,638.0
ESR1,MTDH,581.0
ESR1,NCOA5,742.0
ESR1,DNAJB4,621.0
ESR1,EMSY,439.0
ESR1,EIF2S1,629.0
ESR1,ATP6V1D,629.0
ESR1,THEM6,512.0
ESR1,ORMDL3,676.0
ESR1,TBL3,1152.0
ESR1,SLC20A1,776.0
ESR1,TMEM209,561.0
ESR1,SSMEM1,561.0
ESR1,RPL10A,506.0
ESR1,PLPP3,474.0
ESR1,STXBP3,754.0
ESR1,SLC35F5,551.0
ESR1,MGST1,946.0
ESR1,LDHA,917.0
ESR1,NRBP2,1323.0
ESR1,INO80,764.0
ESR1,NAA25,422.0
ESR1,HIST1H4H,439.0
ESR1,GGCT,601.0
ESR1,WEE1,515.0
ESR1,EPC1,723.0
ESR1,DCLRE1B,700.0
ESR1,AP4B1,700.0
ESR1,TBCCD1,1249.0
ESR1,DNAJB11,1249.0
ESR1,CYP51,922.0
ESR1,1700029J07RIK,685.0
ESR1,ZFP142,572.0
ESR1,BCS1L,572.0
ESR1,UTP15,676.0
ESR1,RFX1,587.0
ESR1,ANKRA2,676.0
ESR1,DAAM1,761.0
ESR1,PCCB,1092.0
ESR1,IP6K2,1330.0
ESR1,TGFBRAP1,1044.0
ESR1,RCCD1,571.0
ESR1,NCL,728.0
ESR1,ELL2,718.0
ESR1,CCDC102A,1036.0
ESR1,ILKAP,845.0
ESR1,YWHAZ,526.0
ESR1,ENTPD5,540.0
ESR1,DDX10,781.0
ESR1,TPM1,851.0
ESR1,STK11,849.0
ESR1,SAR1A,951.0
ESR1,ORC4,636.0
ESR1,MBD5,636.0
ESR1,GNE,539.0
ESR1,ACADL,1014.0
ESR1,RBPMS,1240.0
ESR1,KMT2C,517.0
ESR1,EIF5A,492.0
ESR1,TOM1L2,434.0
ESR1,NHLRC2,587.0
ESR1,GFOD1,860.0
ESR1,DRC3,434.0
ESR1,DCLRE1A,587.0
ESR1,VKORC1,466.0
ESR1,ATP6V0C,760.0
ESR1,PRR7,611.0
ESR1,ANGPTL4,1575.0
ESR1,PES1,469.0
ESR1,CRTC2,532.0
ESR1,PINLYP,813.0
ESR1,IMMP1L,1098.0
ESR1,ELP4,1098.0
ESR1,SLC30A5,797.0
ESR1,MIA3,741.0
ESR1,MED21,726.0
ESR1,ELOC,555.0
ESR1,WWP1,614.0
ESR1,POLE3,937.0
ESR1,FLYWCH1,722.0
ESR1,FCHSD2,596.0
ESR1,BRWD1,976.0
ESR1,SIL1,712.0
ESR1,TBC1D19,887.0
ESR1,SFXN3,997.0
ESR1,PRPF4B,778.0
ESR1,ANKMY2,405.0
ESR1,OTULIN,665.0
ESR1,RAB7,711.0
ESR1,CALR3,585.0
ESR1,AMN1,455.0
ESR1,FAAH,951.0
ESR1,NGLY1,614.0
ESR1,FAM234A,516.0
ESR1,RTF2,671.0
ESR1,PGAP3,601.0
ESR1,PCBD2,1098.0
ESR1,CRADD,773.0
ESR1,SLC25A42,620.0
ESR1,TMEM104,682.0
ESR1,NAT9,682.0
ESR1,FAM104A,456.0
ESR1,D11WSU47E,456.0
ESR1,ASPH,501.0
ESR1,JUN,753.0
ESR1,CLCN3,818.0
ESR1,U2AF1,828.0
ESR1,WDR34,673.0
ESR1,PCMTD1,480.0
ESR1,MTREX,570.0
ESR1,DHX29,570.0
ESR1,LRRC59,561.0
ESR1,EEF1A1,559.0
ESR1,BDP1,1105.0
ESR1,ATP5A1,679.0
ESR1,ZMYM6,668.0
ESR1,TPK1,680.0
ESR1,SERINC3,787.0
ESR1,CTNNA3,500.0
ESR1,PPP5C,1359.0
ESR1,MUL1,938.0
ESR1,CARM1,536.0
ESR1,ACOD1,1217.0
ESR1,TMEM69,666.0
ESR1,RIOK1,491.0
ESR1,FCHO2,598.0
ESR1,ELF4,755.0
ESR1,CAGE1,491.0
ESR1,SEMA4A,1379.0
ESR1,DDX39B,542.0
ESR1,VPS26A,898.0
ESR1,SLC25A23,662.0
ESR1,PCMT1,1182.0
ESR1,GUK1,652.0
ESR1,ARHGEF26,1838.0
ESR1,G2E3,542.0
ESR1,RPS17,698.0
ESR1,NFE2,936.0
ESR1,DENR,569.0
ESR1,ATG16L2,560.0
ESR1,SIGMAR1,484.0
ESR1,DNAJC5,622.0
ESR1,SPRYD3,883.0
ESR1,DNAJC30,1078.0
ESR1,BUD23,1078.0
ESR1,DEGS1,968.0
ESR1,WDR41,833.0
ESR1,IPO13,597.0
ESR1,SUCO,520.0
ESR1,NTSR2,836.0
ESR1,EFS,942.0
ESR1,TXNDC11,459.0
ESR1,ATF1,842.0
ESR1,KPNB1,557.0
ESR1,MYLK3,749.0
ESR1,SMARCAL1,399.0
ESR1,ARNTL,667.0
ESR1,TCF4,524.0
ESR1,MERTK,772.0
ESR1,GM13272,509.0
ESR1,1700042G07RIK,1928.0
ESR1,ZFP113,592.0
ESR1,MTMR14,605.0
ESR1,EEF2K,621.0
ESR1,RHOT1,663.0
ESR1,NFX1,747.0
ESR1,ZFP41,859.0
ESR1,ALDH1A3,1899.0
ESR1,PPP3CA,598.0
ESR1,ADAMTS14,1320.0
ESR1,PAFAH1B2,703.0
ESR1,NOL7,523.0
ESR1,9530077C05RIK,717.0
ESR1,ZMAT5,463.0
ESR1,UQCR10,463.0
ESR1,TIMM44,576.0
ESR1,NDC1,466.0
ESR1,ASF1B,750.0
ESR1,SRSF1,481.0
ESR1,MED14,1403.0
ESR1,PRR14L,930.0
ESR1,MAT2A,656.0
ESR1,GM2A,511.0
ESR1,RRAS,354.0
ESR1,CRLS1,478.0
ESR1,GTF2B,513.0
ESR1,WDR70,749.0
ESR1,ST7L,732.0
ESR1,MEDAG,571.0
ESR1,FBXL3,595.0
ESR1,CAPZA1,732.0
ESR1,VPS36,750.0
ESR1,TARS2,779.0
ESR1,RCC1L,619.0
ESR1,NTAN1,742.0
ESR1,ARF1,769.0
ESR1,SSH2,1276.0
ESR1,S100A10,933.0
ESR1,PPIF,653.0
ESR1,FAM98B,528.0
ESR1,EVC2,1475.0
ESR1,AI661453,700.0
ESR1,1700001C19RIK,700.0
ESR1,TBC1D23,638.0
ESR1,PRPF6,656.0
ESR1,HNRNPU,418.0
ESR1,EPHB3,619.0
ESR1,ASRGL1,840.0
ESR1,SOCS3,949.0
ESR1,PPM1L,914.0
ESR1,HIBCH,713.0
ESR1,STX6,1029.0
ESR1,MRPS5,697.0
ESR1,NUP85,691.0
ESR1,STK19,1004.0
ESR1,PLA2G12A,1043.0
ESR1,DXO,1004.0
ESR1,DAPK3,402.0
ESR1,4931406C07RIK,1093.0
ESR1,SENP8,512.0
ESR1,MYO9A,512.0
ESR1,TTC7,536.0
ESR1,TELO2,596.0
ESR1,SUMO2,716.0
ESR1,RPL7,726.0
ESR1,DCTN1,640.0
ESR1,GSTM1,464.0
ESR1,GAS7,1722.0
ESR1,SMU1,668.0
ESR1,BNC2,1275.0
ESR1,SCAF1,427.0
ESR1,UBB,424.0
ESR1,GABPA,755.0
ESR1,ELP5,613.0
ESR1,CTDNEP1,613.0
ESR1,C87436,923.0
ESR1,ATP5J,755.0
ESR1,ARF6,706.0
ESR1,ZFP94,502.0
ESR1,BCL6,839.0
ESR1,KDSR,605.0
ESR1,FAM76A,599.0
ESR1,CIC,526.0
ESR1,ADAMTS3,1578.0
ESR1,ZKSCAN17,600.0
ESR1,TMEM175,546.0
ESR1,SAMD4B,709.0
ESR1,PM20D1,2116.0
ESR1,GAK,546.0
ESR1,BAG5,500.0
ESR1,APOPT1,500.0
ESR1,2610301B20RIK,757.0
ESR1,SRCAP,561.0
ESR1,PDE2A,526.0
ESR1,MRPS35,490.0
ESR1,ISOC2A,624.0
ESR1,CHMP6,431.0
ESR1,ERLIN2,632.0
ESR1,CORO6,463.0
ESR1,TET3,1099.0
ESR1,TARS,525.0
ESR1,SLC25A31,1072.0
ESR1,NKIRAS2,672.0
ESR1,KLF11,571.0
ESR1,IL17RC,679.0
ESR1,BATF2,669.0
ESR1,CRKL,667.0
ESR1,G3BP2,533.0
ESR1,FGGY,459.0
ESR1,BTG3,769.0
ESR1,GNPNAT1,760.0
ESR1,FTH1,584.0
ESR1,ZFP597,751.0
ESR1,COBLL1,959.0
ESR1,APBB2,749.0
ESR1,SECISBP2L,528.0
ESR1,PPP1R1B,462.0
ESR1,HDAC2,916.0
ESR1,FBLL1,2390.0
ESR1,TOR2A,568.0
ESR1,SPG11,609.0
ESR1,EIF3H,476.0
ESR1,HNRNPLL,536.0
ESR1,ATP7B,579.0
ESR1,ALG11,579.0
ESR1,STRAP,631.0
ESR1,MME,1257.0
ESR1,DNAJB9,521.0
ESR1,ATG12,1159.0
ESR1,AP3S1,1159.0
ESR1,POLDIP3,283.0
ESR1,HIST1H4M,638.0
ESR1,ARNT,658.0
ESR1,NSMCE3,754.0
ESR1,SOCS2,659.0
ESR1,PITPNB,486.0
ESR1,MTMR12,708.0
ESR1,ATG4C,772.0
ESR1,ASB6,663.0
ESR1,FAM162A,575.0
ESR1,DYNC1I2,787.0
ESR1,CCDC58,575.0
ESR1,REEP3,1325.0
ESR1,OMA1,597.0
ESR1,TUT7,668.0
ESR1,TMEM127,417.0
ESR1,TCF21,1295.0
ESR1,SLC6A12,1246.0
ESR1,CIAO1,417.0
ESR1,NCOA4,808.0
ESR1,DEPTOR,535.0
ESR1,PSMC2,755.0
ESR1,MFSD8,476.0
ESR1,DNAJC2,755.0
ESR1,WNT16,1745.0
ESR1,RNF103,649.0
ESR1,ZRANB2,712.0
ESR1,LEPROTL1,1153.0
ESR1,BDKRB2,484.0
ESR1,PTDSS1,798.0
ESR1,MTERF3,798.0
ESR1,PAPSS1,514.0
ESR1,NREP,680.0
ESR1,NOL11,894.0
ESR1,PDS5B,577.0
ESR1,UQCRQ,628.0
ESR1,SMIM8,841.0
ESR1,TICAM1,476.0
ESR1,DCSTAMP,2248.0
ESR1,ALDH3A1,649.0
ESR1,MYNN,447.0
ESR1,TNFAIP3,548.0
ESR1,BBS2,817.0
ESR1,YWHAE,984.0
ESR1,TMIE,493.0
ESR1,SRSF11,726.0
ESR1,ALS2CL,493.0
ESR1,3110082I17RIK,1015.0
ESR1,GPAM,1026.0
ESR1,UFSP2,685.0
ESR1,UBN1,639.0
ESR1,GLYR1,639.0
ESR1,MARVELD1,1270.0
ESR1,AFDN,1104.0
ESR1,INTS4,472.0
ESR1,TTK,872.0
ESR1,RFK,1097.0
ESR1,EPG5,535.0
ESR1,SMARCA5,569.0
ESR1,RGP1,641.0
ESR1,GBA2,641.0
ESR1,SERAC1,564.0
ESR1,GTF2H5,564.0
ESR1,FAM90A1B,615.0
ESR1,WDSUB1,963.0
ESR1,TIMM21,399.0
ESR1,FEM1C,674.0
ESR1,UBAP2,916.0
ESR1,MFSD14A,548.0
ESR1,CSRP2,885.0
ESR1,MCUR1,767.0
ESR1,SELENOF,597.0
ESR1,HS2ST1,597.0
ESR1,DLST,427.0
ESR1,KIF2C,693.0
ESR1,DOCK7,1602.0
ESR1,TOMM40,605.0
ESR1,RBM18,1229.0
ESR1,RAB32,430.0
ESR1,MRRF,1229.0
ESR1,MORC3,463.0
ESR1,INSR,530.0
ESR1,INPP5A,582.0
ESR1,COMMD1,582.0
ESR1,APOL8,627.0
ESR1,UBALD2,605.0
ESR1,MRPL55,578.0
ESR1,CLCN7,388.0
ESR1,SDC2,735.0
ESR1,MAP3K8,583.0
ESR1,PPP6R3,491.0
ESR1,SKIV2L,680.0
ESR1,NELFE,680.0
ESR1,CMTR1,714.0
ESR1,CALD1,873.0
ESR1,TIMM50,649.0
ESR1,ERLIN1,662.0
ESR1,AI597479,1044.0
ESR1,PALB2,578.0
ESR1,DCTN5,578.0
ESR1,CHERP,534.0
ESR1,TSN,589.0
ESR1,ETV6,956.0
ESR1,USP38,543.0
ESR1,TSNAXIP1,719.0
ESR1,RANBP10,719.0
ESR1,PIM1,557.0
ESR1,ILF2,527.0
ESR1,ZFP644,723.0
ESR1,SUGT1,923.0
ESR1,GADD45G,724.0
ESR1,HNRNPK,742.0
ESR1,BCL10,726.0
ESR1,MROH1,514.0
ESR1,SEC31A,547.0
ESR1,PLEKHH3,1110.0
ESR1,WDR4,813.0
ESR1,THAP4,669.0
ESR1,CEBPG,998.0
ESR1,ATG4B,669.0
ESR1,ARRDC2,382.0
ESR1,P4HA2,1119.0
ESR1,CLPB,789.0
ESR1,B230219D22RIK,426.0
ESR1,ATP6V0D1,656.0
ESR1,TLE6,702.0
ESR1,VPS45,907.0
ESR1,PLEKHF2,698.0
ESR1,PHLPP1,407.0
ESR1,ENDOG,911.0
ESR1,WNT5B,987.0
ESR1,UBE2D3,672.0
ESR1,RSRP1,431.0
ESR1,RALBP1,471.0
ESR1,PI4K2A,587.0
ESR1,SEC24C,475.0
ESR1,CAPN15,541.0
ESR1,USP14,953.0
ESR1,LURAP1,809.0
ESR1,SERTAD4,1043.0
ESR1,RSF1,469.0
ESR1,PTPRS,1440.0
ESR1,MED27,731.0
ESR1,CHDH,868.0
ESR1,AAMDC,469.0
ESR1,UROS,672.0
ESR1,MIOS,763.0
ESR1,PDPK1,458.0
ESR1,TRMT5,735.0
ESR1,TNRC6C,544.0
ESR1,SLC38A6,735.0
ESR1,RNASEH2B,629.0
ESR1,NEDD1,633.0
ESR1,NCEH1,555.0
ESR1,KNTC1,589.0
ESR1,ING4,572.0
ESR1,CORO1C,654.0
ESR1,PAIP2,712.0
ESR1,CDK20,524.0
ESR1,ABHD5,819.0
ESR1,ZFP524,1078.0
ESR1,PLEKHB1,571.0
ESR1,ALKBH7,498.0
ESR1,GGPS1,659.0
ESR1,ARID4B,659.0
ESR1,ACTL6A,710.0
ESR1,PSMB3,605.0
ESR1,HIST1H2BR,638.0
ESR1,HIST1H2BQ,638.0
ESR1,HIST1H2AP,638.0
ESR1,HIST1H2AO,638.0
ESR1,ADAMTSL4,992.0
ESR1,RMI1,742.0
ESR1,MTTP,719.0
ESR1,CAPN10,764.0
ESR1,ENSA,713.0
ESR1,LARS,489.0
ESR1,ATP5G1,504.0
ESR1,MTFR1L,498.0
ESR1,DCTPP1,540.0
ESR1,ATL2,595.0
ESR1,GM4951,1134.0
ESR1,CUL2,1029.0
ESR1,NEU1,418.0
ESR1,CFAP97,512.0
ESR1,UBE2W,788.0
ESR1,SIK3,703.0
ESR1,BOD1,828.0
ESR1,PIP5K1A,487.0
ESR1,YLPM1,460.0
ESR1,SMAD1,499.0
